movie_title,actor_name
Boyz n the Hood,John Cothran
Boyz n the Hood,Lloyd Avery II
Boyz n the Hood,Na'Blonka Durden
La Bamba,Esai Morales
La Bamba,Rosanna DeSoto
La Bamba,Danielle von Zerneck
The Four Seasons,Rita Moreno
The Four Seasons,Len Cariou
The Four Seasons,Sandy Dennis
Dressed to Kill,Angie Dickinson
Dressed to Kill,David Margulies
Dressed to Kill,Nancy Allen
The Adventures of Huck Finn,Curtis Armstrong
The Adventures of Huck Finn,Frances Conroy
The Adventures of Huck Finn,Anne Heche
Go,Sarah Polley
Go,Jay Mohr
Go,Scott Wolf
Friends with Money,Greg Germann
Friends with Money,Marin Hinkle
Friends with Money,Jake Cherry
The Andromeda Strain,David Wayne
The Andromeda Strain,Paula Kelly
The Andromeda Strain,Eric Christmas
Bats,Leon
Bats,Bob Gunton
Bats,Ned Bellamy
Nowhere in Africa,Merab Ninidze
Nowhere in Africa,Juliane Köhler
Nowhere in Africa,Matthias Habich
Shame,Michael Fassbender
Shame,Nicole Beharie
Shame,James Badge Dale
Layer Cake,Tom Hardy
Layer Cake,Sally Hawkins
Layer Cake,Jamie Foreman
The Work and the Glory II: American Zion,Emily Podleski
The Work and the Glory II: American Zion,Eric Johnson
The Work and the Glory II: American Zion,Brenda Strong
The East,Alexander Skarsgård
The East,Julia Ormond
The East,Jason Ritter
A Home at the End of the World,Robin Wright
A Home at the End of the World,Matt Frewer
A Home at the End of the World,Sissy Spacek
The Messenger,Steve Buscemi
The Messenger,Yaya DaCosta
The Messenger,Eamonn Walker
Tracker,Ray Winstone
Tracker,Jed Brophy
Tracker,Temuera Morrison
Control,Sam Riley
Control,Samantha Morton
Control,Alexandra Maria Lara
The Terminator,Michael Biehn
The Terminator,Brian Thompson
The Terminator,Paul Winfield
Good Bye Lenin!,Florian Lukas
Good Bye Lenin!,Chulpan Khamatova
Good Bye Lenin!,Burghart Klaußner
The Damned United,Stephen Graham
The Damned United,Mark Bazeley
The Damned United,Maurice Roëves
The Return of the Living Dead,Linnea Quigley
The Return of the Living Dead,Clu Gulager
The Return of the Living Dead,Beverly Randolph
Mallrats,Ethan Suplee
Mallrats,Jason Mewes
Mallrats,Joey Lauren Adams
Grease,Olivia Newton-John
Grease,Stockard Channing
Grease,Sid Caesar
Platoon,Johnny Depp
Platoon,Tom Berenger
Platoon,Kevin Dillon
Fahrenheit 9/11,Osama bin Laden
Fahrenheit 9/11,Stevie Wonder
Fahrenheit 9/11,Ricky Martin
Butch Cassidy and the Sundance Kid,Katharine Ross
Butch Cassidy and the Sundance Kid,Ted Cassidy
Butch Cassidy and the Sundance Kid,Kenneth Mars
Mary Poppins,Ed Wynn
Mary Poppins,Glynis Johns
Mary Poppins,Elsa Lanchester
Ordinary People,Adam Baldwin
Ordinary People,Elizabeth McGovern
Ordinary People,Judd Hirsch
West Side Story,Rita Moreno
West Side Story,George Chakiris
West Side Story,Richard Beymer
Caddyshack,Bill Murray
Caddyshack,Rodney Dangerfield
Caddyshack,Brian Doyle-Murray
The Brothers,Julie Benz
The Brothers,Tatyana Ali
The Brothers,Jenifer Lewis
The Wood,Omar Epps
The Wood,Tamala Jones
The Wood,Richard T. Jones
The Usual Suspects,Kevin Spacey
The Usual Suspects,Chazz Palminteri
The Usual Suspects,Kevin Pollak
A Nightmare on Elm Street 5: The Dream Child,Lisa Wilcox
A Nightmare on Elm Street 5: The Dream Child,Kelly Jo Minter
A Nightmare on Elm Street 5: The Dream Child,Matthew Borlenghi
Van Wilder: Party Liaison,Ryan Reynolds
Van Wilder: Party Liaison,Curtis Armstrong
Van Wilder: Party Liaison,Erik Estrada
The Wrestler,Mark Margolis
The Wrestler,John D'Leo
The Wrestler,Ajay Naidu
Duel in the Sun,Joseph Cotten
Duel in the Sun,Lillian Gish
Duel in the Sun,Jennifer Jones
Best in Show,John Michael Higgins
Best in Show,Catherine O'Hara
Best in Show,Michael McKean
Escape from New York,Donald Pleasence
Escape from New York,Adrienne Barbeau
Escape from New York,Tom Atkins
School Daze,Tisha Campbell-Martin
School Daze,Ossie Davis
School Daze,Bill Nunn
Daddy Day Camp,Lochlyn Munro
Daddy Day Camp,Brian Doyle-Murray
Daddy Day Camp,Tamala Jones
Mr. Nice Guy,Sammo Kam-Bo Hung
Mr. Nice Guy,Richard Norton
Mr. Nice Guy,Rachel Blakely
A Mighty Wind,Michael McKean
A Mighty Wind,Christopher Guest
A Mighty Wind,Laura Harris
Mystic Pizza,Julia Roberts
Mystic Pizza,Lili Taylor
Mystic Pizza,Conchata Ferrell
Sliding Doors,Jeanne Tripplehorn
Sliding Doors,Kevin McNally
Sliding Doors,John Lynch
Tales from the Hood,Corbin Bernsen
Tales from the Hood,Clarence Williams III
Tales from the Hood,David Alan Grier
The Last King of Scotland,David Oyelowo
The Last King of Scotland,Simon McBurney
The Last King of Scotland,Abby Mukiibi Nkaaga
Halloween 5,Donald Pleasence
Halloween 5,Tamara Glynn
Halloween 5,Troy Evans
Bernie,Matthew McConaughey
Bernie,Brandon Smith
Bernie,Rick Dial
Pollock,John Heard
Pollock,Bud Cort
Pollock,Amy Madigan
200 Cigarettes,Janeane Garofalo
200 Cigarettes,Dave Chappelle
200 Cigarettes,Gaby Hoffmann
The Words,J.K. Simmons
The Words,Bradley Cooper
The Words,Olivia Wilde
Casa de mi Padre,Will Ferrell
Casa de mi Padre,Adrian Martinez
Casa de mi Padre,Luis E. Carazo
City Island,Ezra Miller
City Island,Curtiss Cook
City Island,Dominik García-Lorido
The Guard,Don Cheadle
The Guard,Fionnula Flanagan
The Guard,Wale Ojo
College,Drake Bell
College,Alona Tal
College,Haley Bennett
The Virgin Suicides,Kirsten Dunst
The Virgin Suicides,Kathleen Turner
The Virgin Suicides,Scott Glenn
Little Voice,Jim Broadbent
Little Voice,Annette Badland
Little Voice,Brenda Blethyn
Miss March,Hugh M. Hefner
Miss March,Windell Middlebrooks
Miss March,Raquel Alessi
Wish I Was Here,Jim Parsons
Wish I Was Here,Josh Gad
Wish I Was Here,Michael Weston
Simply Irresistible,Sarah Michelle Gellar
Simply Irresistible,Dylan Baker
Simply Irresistible,Lawrence Gilliard Jr.
Hedwig and the Angry Inch,John Cameron Mitchell
Hedwig and the Angry Inch,Miriam Shor
Hedwig and the Angry Inch,Andrea Martin
Only the Strong,Antoni Corone
Only the Strong,Ryan Bollman
Only the Strong,Todd Susman
Shattered Glass,Hayden Christensen
Shattered Glass,Rosario Dawson
Shattered Glass,Cas Anvar
Novocaine,Chelcie Ross
Novocaine,Lynne Thigpen
Novocaine,Polly Noonan
The Business of Strangers,Stockard Channing
The Business of Strangers,Tony Devon
The Business of Strangers,Frederick Weller
The Wild Bunch,William Holden
The Wild Bunch,Warren Oates
The Wild Bunch,L.Q. Jones
The Wackness,Mary-Kate Olsen
The Wackness,Aaron Yoo
The Wackness,Method Man
The Great Train Robbery,Lesley-Anne Down
The Great Train Robbery,Michael Elphick
The Great Train Robbery,Pamela Salem
Morvern Callar,Samantha Morton
Morvern Callar,Bryan Dick
Morvern Callar,Paul Popplewell
Beastmaster 2: Through the Portal of Time,Michael Berryman
Beastmaster 2: Through the Portal of Time,Kari Wuhrer
Beastmaster 2: Through the Portal of Time,Marc Singer
The 5th Quarter,Aidan Quinn
The 5th Quarter,Kendrick Cross
The 5th Quarter,Sammy Nagi Njuguna
The Flower of Evil,Benoît Magimel
The Flower of Evil,Nathalie Baye
The Flower of Evil,Mélanie Doutey
The Greatest,Jennifer Ehle
The Greatest,Zoë Kravitz
The Greatest,Cara Seymour
Snow Flower and the Secret Fan,Bingbing Li
Snow Flower and the Secret Fan,Russell Wong
Snow Flower and the Secret Fan,Ji-hyun Jun
Come Early Morning,Tim Blake Nelson
Come Early Morning,Diane Ladd
Come Early Morning,Ritchie Montgomery
Lucky Break,James Nesbitt
Lucky Break,Olivia Williams
Lucky Break,Peter McNamara
Julia,Meryl Streep
Julia,Jane Fonda
Julia,Vanessa Redgrave
"Surfer, Dude",Matthew McConaughey
"Surfer, Dude",Scott Glenn
"Surfer, Dude",Sarah Wright
Lake of Fire,Noam Chomsky
Lake of Fire,Pat Buchanan
Lake of Fire,Bill Baird
11:14,Henry Thomas
11:14,Barbara Hershey
11:14,Shawn Hatosy
Men of War,Catherine Bell
Men of War,Kevin Tighe
Men of War,Tim Guinee
Don McKay,Pruitt Taylor Vince
Don McKay,M. Emmet Walsh
Don McKay,Robert Wahlberg
Deadfall,Charlie Hunnam
Deadfall,Olivia Wilde
Deadfall,Sissy Spacek
A Shine of Rainbows,Connie Nielsen
A Shine of Rainbows,Aidan Quinn
A Shine of Rainbows,John Bell
The Hit List,Drew Waters
The Hit List,Sean Cook
The Hit List,Cole Hauser
Videodrome,Debbie Harry
Videodrome,Leslie Carlson
Videodrome,Reiner Schwarz
L'auberge espagnole,Romain Duris
L'auberge espagnole,Cécile De France
L'auberge espagnole,Iddo Goldberg
Song One,Anne Hathaway
Song One,Shawn Parsons
Song One,Li Jun Li
Winter in Wartime,Yorick van Wageningen
Winter in Wartime,Tygo Gernandt
Winter in Wartime,Martijn Lakemeier
Freaky Deaky,Billy Burke
Freaky Deaky,Michael Jai White
Freaky Deaky,Bill Duke
The Train,Jeanne Moreau
The Train,Paul Scofield
The Train,Michel Simon
Trade of Innocents,Mira Sorvino
Trade of Innocents,John Billingsley
Trade of Innocents,Trieu Tran
The Protector,Jon Foo
The Protector,Nathan Jones
The Protector,Johnny Nguyen
Stiff Upper Lips,Sean Pertwee
Stiff Upper Lips,Frank Finlay
Stiff Upper Lips,Samuel West
Bend It Like Beckham,Archie Panjabi
Bend It Like Beckham,Parminder Nagra
Bend It Like Beckham,Anupam Kher
Sunshine State,Miguel Ferrer
Sunshine State,Edie Falco
Sunshine State,Timothy Hutton
Crossover,Wesley Jonathan
Crossover,Wayne Brady
Crossover,Eva Marcille
Khiladi 786,Asin
Khiladi 786,Mithun Chakraborty
Khiladi 786,Johnny Lever
[Rec] 2,Jonathan D. Mellor
[Rec] 2,Pablo Rosso
[Rec] 2,Andrea Ros
Standing Ovation,Kayla Jackson
Standing Ovation,Alexis Biesiada
Standing Ovation,Kayla Raparelli
The Sting,Eileen Brennan
The Sting,Robert Shaw
The Sting,Ray Walston
Chariots of Fire,Alice Krige
Chariots of Fire,Ben Cross
Chariots of Fire,John Gielgud
Diary of a Mad Black Woman,Cicely Tyson
Diary of a Mad Black Woman,Kimberly Elise
Diary of a Mad Black Woman,Tamara Taylor
Shine,Noah Taylor
Shine,Armin Mueller-Stahl
Shine,Nicholas Bell
Don Jon,Joseph Gordon-Levitt
Don Jon,Scarlett Johansson
Don Jon,Tony Danza
High Plains Drifter,Clint Eastwood
High Plains Drifter,Richard Bull
High Plains Drifter,John Hillerman
Ghost World,Scarlett Johansson
Ghost World,Steve Buscemi
Ghost World,T.J. Thyne
Iris,Kate Winslet
Iris,Jim Broadbent
Iris,Kris Marshall
Galaxina,Stephen Macht
Galaxina,Avery Schreiber
Galaxina,Angelo Rossitto
The Chorus,Jean-Baptiste Maunier
The Chorus,François Berléand
The Chorus,Gérard Jugnot
Mambo Italiano,Paul Sorvino
Mambo Italiano,Luke Kirby
Mambo Italiano,Claudia Ferri
Wonderland,Alexis Dziena
Wonderland,Louis Lombardi
Wonderland,Franky G
Do the Right Thing,Ruby Dee
Do the Right Thing,John Savage
Do the Right Thing,Danny Aiello
Harvard Man,Sarah Michelle Gellar
Harvard Man,Eric Stoltz
Harvard Man,Joey Lauren Adams
Le Havre,Jean-Pierre Léaud
Le Havre,Kati Outinen
Le Havre,Jean-Pierre Darroussin
Irreversible,Philippe Nahon
Irreversible,Albert Dupontel
Irreversible,Jo Prestia
R100,Lindsay Kay Hayward
R100,Hitoshi Matsumoto
R100,Shinobu Terajima
Rang De Basanti,Anupam Kher
Rang De Basanti,Steven Mackintosh
Rang De Basanti,Madhavan
Salvation Boulevard,Jim Gaffigan
Salvation Boulevard,Cree Kelly
Salvation Boulevard,Mike Eshaq
The Ten,Jon Hamm
The Ten,Ken Marino
The Ten,Ron Silver
A Room for Romeo Brass,Bob Hoskins
A Room for Romeo Brass,Paddy Considine
A Room for Romeo Brass,Shane Meadows
Headhunters,Aksel Hennie
Headhunters,Synnøve Macody Lund
Headhunters,Julie R. Ølgaard
Grabbers,Russell Tovey
Grabbers,Richard Coyle
Grabbers,Bronagh Gallagher
Saint Ralph,Campbell Scott
Saint Ralph,Adam Butcher
Saint Ralph,Gordon Pinsent
Miss Julie,Samantha Morton
Miss Julie,Jessica Chastain
Miss Julie,Colin Farrell
Somewhere in Time,Teresa Wright
Somewhere in Time,Bill Erwin
Somewhere in Time,George Voskovec
Dum Maaro Dum,Abhishek Bachchan
Dum Maaro Dum,Bipasha Basu
Dum Maaro Dum,Prateik
Insidious: Chapter 2,Lin Shaye
Insidious: Chapter 2,Barbara Hershey
Insidious: Chapter 2,Leigh Whannell
Saw II,Emmanuelle Vaugier
Saw II,Tony Nappo
Saw II,Shawnee Smith
10 Cloverfield Lane,Bradley Cooper
10 Cloverfield Lane,John Gallagher Jr.
10 Cloverfield Lane,Sumalee Montano
Jackass: The Movie,Bam Margera
Jackass: The Movie,Steve-O
Jackass: The Movie,Chris Pontius
Lights Out,Billy Burke
Lights Out,Amiah Miller
Lights Out,Gabriel Bateman
Paranormal Activity 3,Johanna Braddy
Paranormal Activity 3,Sprague Grayden
Paranormal Activity 3,Christopher Nicholas Smith
Ouija,Lin Shaye
Ouija,Shelley Hennig
Ouija,Daren Kagasoff
A Nightmare on Elm Street 3: Dream Warriors,John Saxon
A Nightmare on Elm Street 3: Dream Warriors,Heather Langenkamp
A Nightmare on Elm Street 3: Dream Warriors,Jennifer Rubin
Instructions Not Included,Eugenio Derbez
Instructions Not Included,Jessica Lindsey
Instructions Not Included,Hugo Stiglitz
Paranormal Activity 4,Matt Shively
Paranormal Activity 4,Brendon Eggertsen
Paranormal Activity 4,Alisha Boe
The Robe,Richard Burton
The Robe,Jean Simmons
The Robe,Victor Mature
The Return of the Pink Panther,Burt Kwouk
The Return of the Pink Panther,Herbert Lom
The Return of the Pink Panther,Catherine Schell
Freddy's Dead: The Final Nightmare,Johnny Depp
Freddy's Dead: The Final Nightmare,Tom Arnold
Freddy's Dead: The Final Nightmare,Yaphet Kotto
Monster,Charlize Theron
Monster,Bruce Dern
Monster,Pruitt Taylor Vince
"20,000 Leagues Under the Sea",James Mason
"20,000 Leagues Under the Sea",Robert J. Wilke
"20,000 Leagues Under the Sea",Paul Lukas
Paranormal Activity: The Marked Ones,Richard Cabral
Paranormal Activity: The Marked Ones,Gloria Sandoval
Paranormal Activity: The Marked Ones,Molly Ephraim
The Elephant Man,Anthony Hopkins
The Elephant Man,Anne Bancroft
The Elephant Man,Dexter Fletcher
Dallas Buyers Club,Matthew McConaughey
Dallas Buyers Club,Jennifer Garner
Dallas Buyers Club,Denis O'Hare
The Lazarus Effect,Olivia Wilde
The Lazarus Effect,Mark Duplass
The Lazarus Effect,Donald Glover
Memento,Callum Rennie
Memento,Thomas Lennon
Memento,Jorja Fox
Oculus,James Lafferty
Oculus,Rory Cochrane
Oculus,Garrett Ryan
Clerks II,Ethan Suplee
Clerks II,Jason Mewes
Clerks II,Brian O'Halloran
Billy Elliot,Julie Walters
Billy Elliot,Gary Lewis
Billy Elliot,Jamie Draven
The Way Way Back,Steve Carell
The Way Way Back,Liam James
The Way Way Back,Jim Rash
House Party 2,William Schallert
House Party 2,Tisha Campbell-Martin
House Party 2,Helen Martin
The Man from Snowy River,Tony Bonner
The Man from Snowy River,Jack Thompson
The Man from Snowy River,Tom Burlinson
Doug's 1st Movie,Frank Welker
Doug's 1st Movie,Constance Shulman
Doug's 1st Movie,Alice Playten
The Apostle,John Beasley
The Apostle,Todd Allen
The Apostle,June Carter Cash
Mommie Dearest,Faye Dunaway
Mommie Dearest,Xander Berkeley
Mommie Dearest,Diana Scarwid
Our Idiot Brother,Zooey Deschanel
Our Idiot Brother,Adam Scott
Our Idiot Brother,Steve Coogan
Race,William Hurt
Race,Tony Curran
Race,David Kross
The Players Club,Bernie Mac
The Players Club,Monica Calhoun
The Players Club,Chrystale Wilson
"As Above, So Below",Ben Feldman
"As Above, So Below",Edwin Hodge
"As Above, So Below",Perdita Weeks
Addicted,Boris Kodjoe
Addicted,Cameron Mills
Addicted,Sharon Leal
Eve's Bayou,Jurnee Smollett-Bell
Eve's Bayou,Lynn Whitfield
Eve's Bayou,Diahann Carroll
Still Alice,Kristen Stewart
Still Alice,Hunter Parrish
Still Alice,Seth Gilliam
The Egyptian,Gene Tierney
The Egyptian,Peter Ustinov
The Egyptian,Jean Simmons
Nighthawks,Sylvester Stallone
Nighthawks,Lindsay Wagner
Nighthawks,Persis Khambatta
Friday the 13th Part VIII: Jason Takes Manhattan,Kane Hodder
Friday the 13th Part VIII: Jason Takes Manhattan,Peter Mark Richman
Friday the 13th Part VIII: Jason Takes Manhattan,Scott Reeves
My Big Fat Greek Wedding,Nia Vardalos
My Big Fat Greek Wedding,Louis Mandylor
My Big Fat Greek Wedding,Lainie Kazan
Spring Breakers,James Franco
Spring Breakers,Heather Morris
Spring Breakers,Rachel Korine
Halloween: The Curse of Michael Myers,Donald Pleasence
Halloween: The Curse of Michael Myers,Kim Darby
Halloween: The Curse of Michael Myers,Mitchell Ryan
Y Tu Mamá También,Maribel Verdú
Y Tu Mamá También,Daniel Giménez Cacho
Y Tu Mamá También,María Aura
Shaun of the Dead,Peter Serafinowicz
Shaun of the Dead,Dylan Moran
Shaun of the Dead,Rafe Spall
The Haunting of Molly Hartley,Jessica Lowndes
The Haunting of Molly Hartley,Randy Wayne
The Haunting of Molly Hartley,Haley Bennett
Lone Star,Matthew McConaughey
Lone Star,Clifton James
Lone Star,Miriam Colon
Halloween 4: The Return of Michael Myers,Donald Pleasence
Halloween 4: The Return of Michael Myers,Kathleen Kinmont
Halloween 4: The Return of Michael Myers,Ellie Cornell
April Fool's Day,Thomas F. Wilson
April Fool's Day,Deborah Foreman
April Fool's Day,Clayton Rohner
Diner,Steve Guttenberg
Diner,Daniel Stern
Diner,Ellen Barkin
Lone Wolf McQuade,David Carradine
Lone Wolf McQuade,William Sanderson
Lone Wolf McQuade,Robert Beltran
Apollo 18,Warren Christie
Apollo 18,Ryan Robbins
Apollo 18,Andrew Airlie
Sunshine Cleaning,Clifton Collins Jr.
Sunshine Cleaning,Mary Lynn Rajskub
Sunshine Cleaning,Paul Dooley
No Escape,Sterling Jerins
No Escape,Claire Geare
No Escape,Sahajak Boonthanakit
The Beastmaster,Vanna Bonta
The Beastmaster,John Amos
The Beastmaster,Rip Torn
Fifty Shades of Black,Fred Willard
Fifty Shades of Black,Mike Epps
Fifty Shades of Black,Russell Peters
Not Easily Broken,Eddie Cibrian
Not Easily Broken,Jenifer Lewis
Not Easily Broken,Wood Harris
A Farewell to Arms,Gary Cooper
A Farewell to Arms,Helen Hayes
A Farewell to Arms,Adolphe Menjou
The Perfect Match,Donald Faison
The Perfect Match,Brandy Norwood
The Perfect Match,Lauren London
Digimon: The Movie,Lara Jill Miller
Digimon: The Movie,Colleen O'Shaughnessey
Digimon: The Movie,Mona Marshall
Saved!,Macaulay Culkin
Saved!,Patrick Fugit
Saved!,Eva Amurri Martino
The Barbarian Invasions,Marie-Josée Croze
The Barbarian Invasions,Stéphane Rousseau
The Barbarian Invasions,Marina Hands
Robin and Marian,Robert Shaw
Robin and Marian,Denholm Elliott
Robin and Marian,Nicol Williamson
The Forsaken,Brendan Fehr
The Forsaken,Kerr Smith
The Forsaken,Izabella Miko
Force 10 from Navarone,Harrison Ford
Force 10 from Navarone,Carl Weathers
Force 10 from Navarone,Franco Nero
UHF,Fran Drescher
UHF,Gedde Watanabe
UHF,Michael Richards
Grandma's Boy,Linda Cardellini
Grandma's Boy,Joel David Moore
Grandma's Boy,Shirley Jones
Slums of Beverly Hills,Natasha Lyonne
Slums of Beverly Hills,Kevin Corrigan
Slums of Beverly Hills,Jessica Walter
Once Upon a Time in the West,Claudia Cardinale
Once Upon a Time in the West,Woody Strode
Once Upon a Time in the West,Jack Elam
Made,Jon Favreau
Made,Faizon Love
Made,Jonathan Silverman
Moon,Kevin Spacey
Moon,Matt Berry
Moon,Benedict Wong
Keeping Up with the Steins,Miranda Cosgrove
Keeping Up with the Steins,Jami Gertz
Keeping Up with the Steins,Carter Jenkins
The Sweet Hereafter,Bruce Greenwood
The Sweet Hereafter,Sarah Polley
The Sweet Hereafter,Simon Baker
Of Gods and Men,Lambert Wilson
Of Gods and Men,Michael Lonsdale
Of Gods and Men,Olivier Rabourdin
Bottle Shock,Alan Rickman
Bottle Shock,Freddy Rodríguez
Bottle Shock,Greg Collins
Jekyll and Hyde... Together Again,Cassandra Peterson
Jekyll and Hyde... Together Again,Tim Thomerson
Jekyll and Hyde... Together Again,Bess Armstrong
Heavenly Creatures,Kate Winslet
Heavenly Creatures,Jed Brophy
Heavenly Creatures,Liz Mullane
90 Minutes in Heaven,Hayden Christensen
90 Minutes in Heaven,Bobby Batson
90 Minutes in Heaven,Cynthia Barrett
Everything Must Go,Will Ferrell
Everything Must Go,Scott Takeda
Everything Must Go,Stephen Root
Zero Effect,Kim Dickens
Zero Effect,Ryan O'Neal
Zero Effect,Angela Featherstone
The Machinist,Christian Bale
The Machinist,Jennifer Jason Leigh
The Machinist,Reg E. Cathey
Light Sleeper,Dana Delany
Light Sleeper,Jane Adams
Light Sleeper,David Clennon
Kill the Messenger,Jeremy Renner
Kill the Messenger,Paz Vega
Kill the Messenger,Robert Pralgo
Rabbit Hole,Dianne Wiest
Rabbit Hole,Jon Tenney
Rabbit Hole,Tammy Blanchard
Party Monster,Macaulay Culkin
Party Monster,Mia Kirshner
Party Monster,Marilyn Manson
Green Room,Alia Shawkat
Green Room,Mark Webber
Green Room,Joe Cole
The Oh in Ohio,Liza Minnelli
The Oh in Ohio,Tim Russ
The Oh in Ohio,Winter Ave Zoli
Atlas Shrugged: Who Is John Galt?,Joaquim de Almeida
Atlas Shrugged: Who Is John Galt?,Greg Germann
Atlas Shrugged: Who Is John Galt?,Kristoffer Polaha
Bottle Rocket,Andrew Wilson
Bottle Rocket,Darryl Cox
Bottle Rocket,Lumi Cavazos
Albino Alligator,Viggo Mortensen
Albino Alligator,Joe Mantegna
Albino Alligator,Faye Dunaway
Standard Operating Procedure,Jeffrey Frost
Standard Operating Procedure,Megan Ambuhl Graner
Standard Operating Procedure,Ken Davis
Out of the Blue,Raymond Burr
Out of the Blue,Don Gordon
Out of the Blue,Jim Byrnes
Tucker and Dale vs Evil,Katrina Bowden
Tucker and Dale vs Evil,Tyler Labine
Tucker and Dale vs Evil,Chelan Simmons
"Lovely, Still",Adam Scott
"Lovely, Still",Ellen Burstyn
"Lovely, Still",Martin Landau
Tycoon,Judith Anderson
Tycoon,Paul Fix
Tycoon,Laraine Day
Desert Blue,Ethan Suplee
Desert Blue,John Heard
Desert Blue,Sara Gilbert
Decoys,Meghan Ory
Decoys,Marc Trottier
Decoys,Corey Sevier
The Visit,Ocean James
The Visit,Patch Darragh
The Visit,Olivia DeJonge
Redacted,Mike Figueroa
Redacted,Daniel Stewart Sherman
Redacted,Kel O'Neill
Fascination,Adam Garcia
Fascination,Jacqueline Bisset
Fascination,Alice Evans
Area 51,Glenn Campbell
Area 51,Sandra Staggs
Area 51,Jelena Nik
Sleep Tight,Luis Tosar
Sleep Tight,Tony Corvillo
Sleep Tight,Marta Etura
The Cottage,Dave Legeno
The Cottage,Doug Bradley
The Cottage,Georgia Groome
Dead Like Me: Life After Death,Henry Ian Cusick
Dead Like Me: Life After Death,Callum Blue
Dead Like Me: Life After Death,Shenae Grimes-Beech
Farce of the Penguins,Alyson Hannigan
Farce of the Penguins,John Stamos
Farce of the Penguins,Jim Belushi
Flying By,Heather Locklear
Flying By,Patricia Neal
Flying By,Katie Leclerc
Rudderless,Billy Crudup
Rudderless,Felicity Huffman
Rudderless,David Adam Flannery
Henry & Me,Chazz Palminteri
Henry & Me,Cyndi Lauper
Henry & Me,Danny Aiello
Christmas Eve,Gary Cole
Christmas Eve,Jon Heder
Christmas Eve,Cheryl Hines
We Have Your Husband,Teri Polo
We Have Your Husband,Esai Morales
We Have Your Husband,Nicholas Gonzalez
Dying of the Light,Nicolas Cage
Dying of the Light,Irène Jacob
Dying of the Light,Tomiwa Edun
Born of War,James Frain
Born of War,Sofia Black-D'Elia
Born of War,Lisa Kay
Capricorn One,David Huddleston
Capricorn One,Sam Waterston
Capricorn One,Hal Holbrook
Yoga Hosers,Johnny Depp
Yoga Hosers,Haley Joel Osment
Yoga Hosers,Natasha Lyonne
I Served the King of England,Julia Jentsch
I Served the King of England,Ivan Barnev
I Served the King of England,Milan Lasica
Sling Blade,Robert Duvall
Sling Blade,Dwight Yoakam
Sling Blade,J.T. Walsh
The Awakening,Isaac Hempstead Wright
The Awakening,Imelda Staunton
The Awakening,Joseph Mawle
Hostel,Jay Hernandez
Hostel,Takashi Miike
Hostel,Rick Hoffman
Tristram Shandy: A Cock and Bull Story,Steve Coogan
Tristram Shandy: A Cock and Bull Story,Shirley Henderson
Tristram Shandy: A Cock and Bull Story,Dylan Moran
Take Shelter,Katy Mixon
Take Shelter,Shea Whigham
Take Shelter,Robert Longstreet
Lady in White,Alex Rocco
Lady in White,Lukas Haas
Lady in White,Katherine Helmond
Driving Lessons,Rupert Grint
Driving Lessons,Julie Walters
Driving Lessons,Tamsin Egerton
Let's Kill Ward's Wife,Donald Faison
Let's Kill Ward's Wife,Greg Grunberg
Let's Kill Ward's Wife,Dagmara Dominczyk
The Texas Chainsaw Massacre 2,Bill Johnson
The Texas Chainsaw Massacre 2,Lou Perryman
The Texas Chainsaw Massacre 2,Jim Siedow
Pat Garrett & Billy the Kid,James Coburn
Pat Garrett & Billy the Kid,Bob Dylan
Pat Garrett & Billy the Kid,Jason Robards
Only God Forgives,Ryan Gosling
Only God Forgives,Kristin Scott Thomas
Only God Forgives,Yayaying Rhatha Phongam
Without Men,Maria Conchita Alonso
Without Men,Kate del Castillo
Without Men,Camryn Manheim
Dear Frankie,Gerard Butler
Dear Frankie,Sharon Small
Dear Frankie,Jack McElhone
All Hat,Keith Carradine
All Hat,Gary Farmer
All Hat,Stephen McHattie
The Names of Love,Sara Forestier
The Names of Love,Jacques Gamblin
The Names of Love,Zinedine Soualem
Savage Grace,Eddie Redmayne
Savage Grace,Elena Anaya
Savage Grace,Stephen Dillane
Police Academy,Steve Guttenberg
Police Academy,Bubba Smith
Police Academy,Michael Winslow
The Blue Lagoon,Brooke Shields
The Blue Lagoon,Christopher Atkins
The Blue Lagoon,Leo McKern
Four Weddings and a Funeral,Kristin Scott Thomas
Four Weddings and a Funeral,James Fleet
Four Weddings and a Funeral,Simon Callow
Fast Times at Ridgemont High,Jennifer Jason Leigh
Fast Times at Ridgemont High,Judge Reinhold
Fast Times at Ridgemont High,Vincent Schiavelli
Moby Dick,Royal Dano
Moby Dick,Richard Basehart
Moby Dick,James Robertson Justice
25th Hour,Philip Seymour Hoffman
25th Hour,Rosario Dawson
25th Hour,Aaron Stanford
Bound,Christopher Meloni
Bound,Kevin Michael Richardson
Bound,Peter Spellos
Requiem for a Dream,Ellen Burstyn
Requiem for a Dream,Mark Margolis
Requiem for a Dream,Louise Lasser
State Fair,Dana Andrews
State Fair,Jeanne Crain
State Fair,Frank McHugh
Tango,Mía Maestro
Tango,Juan Luis Galiardo
Tango,Miguel Ángel Solá
Salvador,Jim Belushi
Salvador,John Savage
Salvador,Juan Fernández
Moms' Night Out,Alex Kendrick
Moms' Night Out,Sarah Drew
Moms' Night Out,Patricia Heaton
Donnie Darko,Jake Gyllenhaal
Donnie Darko,Mary McDonnell
Donnie Darko,James Duval
Saving Private Perez,Jaime Camil
